0.728,-0.315,0.24
0.732,-0.305,0.23
0.736,-0.285,0.22
0.74,-0.285,0.235
0.744,-0.27,0.255
0.748,-0.24,0.265
0.752,-0.235,0.275
0.756,-0.21,0.3
0.76,-0.2,0.3
0.764,-0.18,0.34
0.768,-0.185,0.37
0.772,-0.125,0.375
0.776,-0.125,0.375
0.78,-0.1,0.365
0.784,-0.1,0.37
0.788,-0.08,0.36
0.792,-0.085,0.38
0.796,-0.08,0.38
0.8,-0.065,0.365
0.804,-0.04,0.345
0.808,-0.02,0.33
0.812,-0.035,0.375
0.816,-0.025,0.345
0.82,-0.04,0.325
0.824,-0.05,0.325
0.828,-0.045,0.285
0.832,-0.055,0.28
0.836,-0.08,0.255
0.84,-0.095,0.24
0.844,-0.1,0.24
0.848,-0.125,0.23
0.852,-0.155,0.205
0.856,-0.165,0.195
0.86,-0.205,0.165
0.864,-0.22,0.15
0.868,-0.245,0.15
0.872,-0.26,0.115
0.876,-0.275,0.1
0.88,-0.295,0.1
0.884,-0.305,0.08
0.888,-0.29,0.085
0.892,-0.3,0.07
0.896,-0.315,0.08
0.9,-0.36,0.06
0.904,-0.355,0.06
0.908,-0.35,0.07
0.912,-0.355,0.09
0.916,-0.345,0.07
0.92,-0.35,0.05
0.924,-0.355,0.065
0.928,-0.37,0.07
0.932,-0.395,0.095
0.936,-0.38,0.1
0.94,-0.36,0.095
0.944,-0.375,0.085
0.948,-0.365,0.06
0.952,-0.36,0.065
0.956,-0.38,0.085
0.96,-0.34,0.07
0.964,-0.335,0.085
0.968,-0.34,0.07
0.972,-0.32,0.105
0.976,-0.34,0.1
0.98,-0.335,0.075
0.984,-0.355,0.06
0.988,-0.37,0.055
0.992,-0.37,0.035
0.996,-0.39,0.055
1,-0.4,0.04
1.004,-0.41,0.07
1.008,-0.425,0.065
1.012,-0.435,0.045
1.016,-0.43,0.06
1.02,-0.45,0.095
1.024,-0.455,0.08
1.028,-0.445,0.085
1.032,-0.44,0.085
1.036,-0.425,0.08
1.04,-0.43,0.07
1.044,-0.435,0.075
1.048,-0.425,0.095
1.052,-0.435,0.095
1.056,-0.45,0.08
1.06,-0.44,0.095
1.064,-0.455,0.08
1.068,-0.445,0.06
1.072,-0.435,0.075
1.076,-0.455,0.05
1.08,-0.405,0.075
1.084,-0.38,0.065
1.088,-0.35,0.075
1.092,-0.35,0.11
1.096,-0.315,0.12
1.1,-0.275,0.14
1.104,-0.255,0.085
1.108,-0.235,-0.02
1.112,-0.215,-0.2
1.116,-0.205,-0.46
1.12,-0.135,-0.675
1.124,-0.1,-0.89
1.128,-0.095,-1.06
1.132,-0.1,-1.185
1.136,-0.11,-1.28
1.14,-0.15,-1.27
1.144,-0.16,-1.215
1.148,-0.18,-1.18
1.152,-0.24,-1.11
1.156,-0.3,-1.01
1.16,-0.38,-0.97
1.164,-0.42,-0.85
1.168,-0.445,-0.78
1.172,-0.44,-0.65
1.176,-0.46,-0.565
1.18,-0.45,-0.485
1.184,-0.505,-0.415
1.188,-0.535,-0.34
1.192,-0.51,-0.3
1.196,-0.48,-0.255
1.2,-0.46,-0.235
1.204,-0.465,-0.15
1.208,-0.46,-0.1
1.212,-0.49,-0.045
1.216,-0.5,0.005
1.22,-0.515,0.055
1.224,-0.535,0.085
1.228,-0.54,0.13
1.232,-0.535,0.155
1.236,-0.535,0.15
1.24,-0.545,0.18
1.244,-0.53,0.225
1.248,-0.52,0.235
1.252,-0.51,0.24
1.256,-0.51,0.255
1.26,-0.5,0.265
1.264,-0.48,0.28
1.268,-0.47,0.29
1.272,-0.49,0.285
1.276,-0.485,0.285
1.28,-0.47,0.32
1.284,-0.45,0.33
1.288,-0.43,0.34
1.292,-0.425,0.335
1.296,-0.425,0.35
1.3,-0.41,0.38
1.304,-0.365,0.38
1.308,-0.34,0.41
1.312,-0.35,0.405
1.316,-0.34,0.405
1.32,-0.315,0.405
1.324,-0.31,0.4
1.328,-0.305,0.405
1.332,-0.29,0.425
1.336,-0.27,0.425
1.34,-0.28,0.435
1.344,-0.265,0.425
1.348,-0.27,0.43
1.352,-0.26,0.425
1.356,-0.24,0.4
1.36,-0.235,0.39
1.364,-0.24,0.385
1.368,-0.245,0.385
1.372,-0.26,0.355
1.376,-0.265,0.34
1.38,-0.285,0.3
1.384,-0.31,0.285
1.388,-0.335,0.26
1.392,-0.37,0.245
1.396,-0.38,0.225
1.4,-0.405,0.185
1.404,-0.425,0.165
1.408,-0.45,0.175
1.412,-0.465,0.165
1.416,-0.475,0.165
1.42,-0.49,0.135
1.424,-0.51,0.135
1.428,-0.52,0.11
1.432,-0.52,0.1
1.436,-0.56,0.095
1.44,-0.555,0.115
1.444,-0.56,0.1
1.448,-0.57,0.105
1.452,-0.57,0.09
1.456,-0.585,0.08
1.46,-0.585,0.105
1.464,-0.59,0.095
1.468,-0.605,0.095
1.472,-0.595,0.075
1.476,-0.585,0.08
1.48,-0.62,0.095
1.484,-0.62,0.115
1.488,-0.59,0.12
1.492,-0.59,0.09
1.496,-0.585,0.11
1.5,-0.59,0.12
1.504,-0.58,0.095
1.508,-0.57,0.115
1.512,-0.585,0.1
1.516,-0.58,0.12
1.52,-0.575,0.11
1.524,-0.59,0.085
1.528,-0.585,0.09
1.532,-0.61,0.11
1.536,-0.605,0.11
1.54,-0.62,0.06
1.544,-0.625,0.07
1.548,-0.65,0.09
1.552,-0.66,0.075
1.556,-0.675,0.085
1.56,-0.67,0.11
1.564,-0.67,0.11
1.568,-0.675,0.125
1.572,-0.665,0.12
1.576,-0.675,0.12
1.58,-0.685,0.115
1.584,-0.64,0.105
1.588,-0.65,0.075
1.592,-0.64,0.095
1.596,-0.655,0.09
1.6,-0.665,0.085
1.604,-0.665,0.09
1.608,-0.67,0.095
1.612,-0.665,0.09
1.616,-0.64,0.08
1.62,-0.63,0.045
1.624,-0.59,0.045
1.628,-0.56,0.045
1.632,-0.545,0.065
1.636,-0.555,0.08
1.64,-0.495,0.09
1.644,-0.465,0.085
1.648,-0.43,-0.045
1.652,-0.385,-0.23
1.656,-0.345,-0.46
1.66,-0.3,-0.71
1.664,-0.235,-0.925
1.668,-0.19,-1.1
1.672,-0.2,-1.215
1.676,-0.225,-1.32
1.68,-0.24,-1.36
1.684,-0.245,-1.32
1.688,-0.285,-1.23
1.692,-0.345,-1.175
1.696,-0.39,-1.06
1.7,-0.46,-1.005
1.704,-0.54,-0.89
1.708,-0.58,-0.785
1.712,-0.565,-0.705
1.716,-0.56,-0.57
1.72,-0.605,-0.515
1.724,-0.61,-0.44
1.728,-0.66,-0.395
1.732,-0.67,-0.31
1.736,-0.66,-0.26
1.74,-0.625,-0.215
1.744,-0.62,-0.17
1.748,-0.615,-0.135
1.752,-0.63,-0.06
1.756,-0.68,0
1.76,-0.69,0.03
1.764,-0.7,0.07
1.768,-0.695,0.085
1.772,-0.695,0.12
1.776,-0.7,0.165
1.78,-0.72,0.205
1.784,-0.7,0.225
1.788,-0.71,0.265
1.792,-0.665,0.27
1.796,-0.655,0.28
1.8,-0.665,0.29
1.804,-0.665,0.315
1.808,-0.685,0.305
1.812,-0.645,0.33
1.816,-0.65,0.33
1.82,-0.635,0.375
1.824,-0.65,0.35
1.828,-0.63,0.375
1.832,-0.62,0.375
1.836,-0.575,0.365
1.84,-0.58,0.415
1.844,-0.565,0.4
1.848,-0.55,0.425
1.852,-0.52,0.445
1.856,-0.495,0.44
1.86,-0.44,0.45
1.864,-0.41,0.46
1.868,-0.415,0.495
1.872,-0.43,0.475
1.876,-0.415,0.495
1.88,-0.405,0.495
1.884,-0.39,0.51
1.888,-0.375,0.48
1.892,-0.36,0.455
1.896,-0.37,0.425
1.9,-0.35,0.405
1.904,-0.36,0.41
1.908,-0.35,0.4
1.912,-0.35,0.4
1.916,-0.345,0.38
1.92,-0.375,0.37
1.924,-0.395,0.345
1.928,-0.4,0.3
1.932,-0.41,0.27
1.936,-0.415,0.265
1.94,-0.45,0.22
1.944,-0.475,0.22
1.948,-0.495,0.21
1.952,-0.51,0.21
1.956,-0.525,0.195
1.96,-0.535,0.175
1.964,-0.55,0.17
1.968,-0.59,0.165
1.972,-0.585,0.145
1.976,-0.595,0.14
1.98,-0.6,0.115
1.984,-0.625,0.13
1.988,-0.61,0.11
1.992,-0.65,0.13
1.996,-0.64,0.13
2,-0.64,0.11
2.004,-0.64,0.095
2.008,-0.65,0.115
2.012,-0.655,0.115
2.016,-0.635,0.115
2.02,-0.64,0.13
2.024,-0.64,0.12
2.028,-0.63,0.125
2.032,-0.63,0.13
2.036,-0.625,0.15
2.04,-0.61,0.12
2.044,-0.585,0.135
2.048,-0.58,0.12
2.052,-0.57,0.125
2.056,-0.545,0.12
2.06,-0.585,0.135
2.064,-0.595,0.12
2.068,-0.615,0.105
2.072,-0.625,0.055
2.076,-0.65,0.04
2.08,-0.68,0.045
2.084,-0.695,0.07
2.088,-0.675,0.065
2.092,-0.66,0.095
2.096,-0.65,0.075
2.1,-0.66,0.085
2.104,-0.685,0.11
2.108,-0.705,0.105
2.112,-0.69,0.1
2.116,-0.67,0.125
2.12,-0.665,0.14
2.124,-0.69,0.145
2.128,-0.69,0.14
2.132,-0.685,0.13
2.136,-0.685,0.115
2.14,-0.69,0.11
2.144,-0.68,0.09
2.148,-0.685,0.07
2.152,-0.655,0.075
2.156,-0.645,0.1
2.16,-0.64,0.09
2.164,-0.64,0.09
2.168,-0.585,0.075
2.172,-0.59,0.1
2.176,-0.59,0.1
2.18,-0.615,0.095
2.184,-0.585,0.125
2.188,-0.56,0.16
2.192,-0.555,0.125
2.196,-0.535,0.045
2.2,-0.525,-0.135
2.204,-0.5,-0.385
2.208,-0.455,-0.66
2.212,-0.38,-0.88
2.216,-0.37,-1.08
2.22,-0.35,-1.22
2.224,-0.34,-1.315
2.228,-0.35,-1.35
2.232,-0.345,-1.3
2.236,-0.365,-1.225
2.24,-0.385,-1.13
2.244,-0.475,-1.045
2.248,-0.555,-0.955
2.252,-0.6,-0.865
2.256,-0.66,-0.765
2.26,-0.675,-0.69
2.264,-0.67,-0.585
2.268,-0.665,-0.5
2.272,-0.69,-0.41
2.276,-0.72,-0.355
2.28,-0.745,-0.28
2.284,-0.74,-0.205
2.288,-0.71,-0.195
2.292,-0.66,-0.13
2.296,-0.62,-0.125
2.3,-0.62,-0.075
2.304,-0.595,0
2.308,-0.62,0.035
2.312,-0.665,0.09
2.316,-0.66,0.115
2.32,-0.66,0.155
2.324,-0.65,0.19
2.328,-0.635,0.22
2.332,-0.64,0.22
2.336,-0.635,0.265
2.34,-0.64,0.295
2.344,-0.64,0.32
2.348,-0.605,0.35
2.352,-0.585,0.365
2.356,-0.59,0.39
2.36,-0.595,0.4
2.364,-0.57,0.4
2.368,-0.55,0.43
2.372,-0.53,0.405
2.376,-0.515,0.425
2.38,-0.515,0.435
2.384,-0.515,0.435
2.388,-0.51,0.42
2.392,-0.475,0.44
2.396,-0.43,0.41
2.4,-0.445,0.41
2.404,-0.39,0.45
2.408,-0.385,0.48
2.412,-0.37,0.47
2.416,-0.34,0.475
2.42,-0.335,0.46
2.424,-0.33,0.48
2.428,-0.32,0.505
2.432,-0.32,0.49
2.436,-0.295,0.47
2.44,-0.285,0.47
2.444,-0.265,0.46
2.448,-0.255,0.44
2.452,-0.275,0.44
2.456,-0.27,0.43
2.46,-0.26,0.415
2.464,-0.26,0.425
2.468,-0.245,0.4
2.472,-0.265,0.36
2.476,-0.28,0.34
2.48,-0.3,0.355
2.484,-0.31,0.35
2.488,-0.36,0.315
2.492,-0.345,0.325
2.496,-0.39,0.325
2.5,-0.45,0.325
2.504,-0.455,0.305
2.508,-0.495,0.295
2.512,-0.5,0.28
2.516,-0.555,0.25
2.52,-0.56,0.26
2.524,-0.585,0.25
2.528,-0.605,0.235
2.532,-0.595,0.22
2.536,-0.6,0.215
2.54,-0.6,0.215
2.544,-0.6,0.225
2.548,-0.615,0.22
2.552,-0.615,0.25
2.556,-0.62,0.215
2.56,-0.605,0.245
2.564,-0.625,0.26
2.568,-0.665,0.255
2.572,-0.62,0.26
2.576,-0.625,0.265
2.58,-0.62,0.23
2.584,-0.605,0.225
2.588,-0.615,0.215
2.592,-0.6,0.25
2.596,-0.6,0.25
2.6,-0.575,0.26
2.604,-0.555,0.255
2.608,-0.525,0.255
2.612,-0.51,0.245
2.616,-0.515,0.27
2.62,-0.5,0.27
2.624,-0.53,0.275
2.628,-0.525,0.275
2.632,-0.525,0.25
2.636,-0.575,0.265
2.64,-0.575,0.265
2.644,-0.595,0.285
2.648,-0.595,0.265
2.652,-0.62,0.27
2.656,-0.63,0.26
2.66,-0.665,0.26
2.664,-0.68,0.27
2.668,-0.695,0.255
2.672,-0.64,0.275
2.676,-0.635,0.265
2.68,-0.61,0.245
2.684,-0.615,0.265
2.688,-0.615,0.285
2.692,-0.615,0.295
2.696,-0.61,0.315
2.7,-0.605,0.3
2.704,-0.615,0.305
2.708,-0.62,0.315
2.712,-0.6,0.29
2.716,-0.605,0.29
2.72,-0.585,0.27
2.724,-0.525,0.265
2.728,-0.5,0.275
2.732,-0.495,0.285
2.736,-0.475,0.285
2.74,-0.495,0.305
2.744,-0.515,0.335
2.748,-0.49,0.36
2.752,-0.51,0.28
2.756,-0.525,0.13
2.76,-0.495,-0.095
2.764,-0.44,-0.365
2.768,-0.39,-0.59
2.772,-0.33,-0.805
2.776,-0.315,-0.945
2.78,-0.315,-1.065
2.784,-0.295,-1.105
2.788,-0.3,-1.11
2.792,-0.3,-1.09
2.796,-0.31,-1
2.8,-0.385,-0.925
2.804,-0.47,-0.8
2.808,-0.53,-0.705
2.812,-0.575,-0.585
2.816,-0.605,-0.465
2.82,-0.6,-0.34
2.824,-0.615,-0.26
2.828,-0.61,-0.205
2.832,-0.65,-0.14
2.836,-0.665,-0.09
2.84,-0.64,-0.025
2.844,-0.61,0.015
2.848,-0.56,0.075
2.852,-0.52,0.105
2.856,-0.495,0.15
2.86,-0.51,0.19
2.864,-0.505,0.24
2.868,-0.535,0.29
2.872,-0.54,0.345
2.876,-0.55,0.385
2.88,-0.53,0.42
2.884,-0.54,0.42
2.888,-0.505,0.44
2.892,-0.55,0.445
2.896,-0.55,0.46
2.9,-0.54,0.475
2.904,-0.54,0.485
2.908,-0.52,0.485
2.912,-0.515,0.485
2.916,-0.495,0.51
2.92,-0.475,0.515
2.924,-0.455,0.54
2.928,-0.415,0.54
2.932,-0.39,0.545
2.936,-0.38,0.565
2.94,-0.365,0.595
2.944,-0.34,0.58
2.948,-0.32,0.625
2.952,-0.305,0.635
2.956,-0.305,0.61
2.96,-0.27,0.625
2.964,-0.255,0.62
2.968,-0.25,0.63
2.972,-0.215,0.64
2.976,-0.19,0.635
2.98,-0.17,0.63
2.984,-0.17,0.64
2.988,-0.15,0.62
2.992,-0.135,0.6
2.996,-0.11,0.6
3,-0.08,0.59
3.004,-0.07,0.575
3.008,-0.055,0.575
3.012,-0.08,0.56
3.016,-0.1,0.565
3.02,-0.115,0.565
3.024,-0.135,0.56
3.028,-0.185,0.53
3.032,-0.215,0.515
3.036,-0.24,0.5
3.04,-0.255,0.465
3.044,-0.25,0.44
3.048,-0.285,0.42
3.052,-0.285,0.42
3.056,-0.325,0.415
3.06,-0.33,0.42
3.064,-0.345,0.405
3.068,-0.39,0.39
3.072,-0.42,0.4
3.076,-0.46,0.385
3.08,-0.46,0.37
3.084,-0.475,0.345
3.088,-0.46,0.345
3.092,-0.48,0.335
3.096,-0.5,0.32
3.1,-0.52,0.325
3.104,-0.53,0.33
3.108,-0.515,0.34
3.112,-0.515,0.325
3.116,-0.515,0.325
3.12,-0.525,0.325
3.124,-0.525,0.35
3.128,-0.515,0.345
3.132,-0.51,0.325
3.136,-0.5,0.34
3.14,-0.475,0.335
3.144,-0.505,0.35
3.148,-0.485,0.365
3.152,-0.485,0.36
3.156,-0.455,0.35
3.16,-0.44,0.345
3.164,-0.42,0.34
3.168,-0.4,0.34
3.172,-0.395,0.36
3.176,-0.395,0.335
3.18,-0.39,0.35
3.184,-0.41,0.345
3.188,-0.435,0.345
3.192,-0.445,0.33
3.196,-0.45,0.32
3.2,-0.455,0.305
3.204,-0.475,0.295
3.208,-0.49,0.275
3.212,-0.49,0.255
3.216,-0.485,0.285
3.22,-0.495,0.27
3.224,-0.49,0.28
3.228,-0.51,0.295
3.232,-0.525,0.305
3.236,-0.53,0.31
3.24,-0.52,0.3
3.244,-0.51,0.3
3.248,-0.53,0.325
3.252,-0.515,0.31
3.256,-0.5,0.295
3.26,-0.515,0.3
3.264,-0.495,0.29
3.268,-0.49,0.275
3.272,-0.5,0.285
3.276,-0.49,0.275
3.28,-0.47,0.275
3.284,-0.47,0.26
3.288,-0.445,0.26
3.292,-0.41,0.275
3.296,-0.395,0.26
3.3,-0.38,0.255
3.304,-0.375,0.26
3.308,-0.355,0.31
3.312,-0.365,0.33
3.316,-0.335,0.325
3.32,-0.32,0.21
3.324,-0.28,0.02
3.328,-0.275,-0.17
3.332,-0.23,-0.44
3.336,-0.195,-0.68
3.34,-0.18,-0.84
3.344,-0.185,-0.955
3.348,-0.175,-1.04
3.352,-0.19,-1.085
3.356,-0.235,-1.075
3.36,-0.25,-0.99
3.364,-0.29,-0.92
3.368,-0.34,-0.815
3.372,-0.395,-0.73
3.376,-0.45,-0.615
3.38,-0.48,-0.51
3.384,-0.475,-0.41
3.388,-0.465,-0.31
3.392,-0.48,-0.22
3.396,-0.5,-0.125
3.4,-0.535,-0.06
3.404,-0.53,-0.025
3.408,-0.51,0.01
3.412,-0.49,0.04
3.416,-0.48,0.055
3.42,-0.43,0.1
3.424,-0.465,0.15
3.428,-0.475,0.175
3.432,-0.465,0.2
3.436,-0.47,0.23
3.44,-0.47,0.28
3.444,-0.46,0.295
3.448,-0.435,0.31
3.452,-0.445,0.34
3.456,-0.415,0.355
3.46,-0.42,0.36
3.464,-0.38,0.385
3.468,-0.36,0.4
3.472,-0.37,0.42
3.476,-0.335,0.435
3.48,-0.32,0.45
3.484,-0.32,0.46
3.488,-0.315,0.455
3.492,-0.295,0.44
3.496,-0.29,0.455
3.5,-0.275,0.445
3.504,-0.245,0.46
3.508,-0.225,0.47
3.512,-0.22,0.47
3.516,-0.205,0.465
3.52,-0.17,0.5
3.524,-0.16,0.51
3.528,-0.145,0.51
3.532,-0.14,0.5
3.536,-0.145,0.52
3.54,-0.115,0.525
3.544,-0.085,0.51
3.548,-0.045,0.485
3.552,-0.05,0.475
3.556,-0.045,0.48
3.56,-0.03,0.495
3.564,-0.035,0.49
3.568,-0.03,0.445
3.572,-0.005,0.465
3.576,-0.01,0.475
3.58,-0.035,0.445
3.584,-0.045,0.445
3.588,-0.035,0.43
3.592,-0.055,0.41
3.596,-0.08,0.385
3.6,-0.095,0.355
3.604,-0.12,0.37
3.608,-0.14,0.36
3.612,-0.14,0.345
3.616,-0.15,0.325
3.62,-0.185,0.3
3.624,-0.225,0.285
3.628,-0.235,0.29
3.632,-0.26,0.285
3.636,-0.275,0.27
3.64,-0.29,0.26
3.644,-0.285,0.255
3.648,-0.3,0.225
3.652,-0.315,0.23
3.656,-0.31,0.225
3.66,-0.32,0.235
3.664,-0.315,0.225
3.668,-0.335,0.24
3.672,-0.345,0.23
3.676,-0.345,0.235
3.68,-0.355,0.22
3.684,-0.325,0.22
3.688,-0.32,0.215
3.692,-0.345,0.22
3.696,-0.35,0.225
3.7,-0.335,0.225
3.704,-0.32,0.225
3.708,-0.335,0.235
3.712,-0.32,0.24
3.716,-0.305,0.245
3.72,-0.305,0.245
3.724,-0.31,0.23
3.728,-0.285,0.245
3.732,-0.28,0.24
3.736,-0.265,0.23
3.74,-0.26,0.23
3.744,-0.26,0.225
3.748,-0.245,0.245
3.752,-0.23,0.22
3.756,-0.23,0.22
3.76,-0.235,0.21
3.764,-0.275,0.205
3.768,-0.295,0.195
3.772,-0.295,0.225
3.776,-0.315,0.205
3.78,-0.305,0.195
3.784,-0.3,0.21
3.788,-0.32,0.225
3.792,-0.32,0.22
3.796,-0.325,0.21
3.8,-0.305,0.225
3.804,-0.31,0.23
3.808,-0.3,0.22
3.812,-0.31,0.22
3.816,-0.315,0.22
3.82,-0.3,0.23
3.824,-0.31,0.21
3.828,-0.31,0.205
3.832,-0.31,0.205
3.836,-0.32,0.2
3.84,-0.305,0.215
3.844,-0.3,0.205
3.848,-0.285,0.21
3.852,-0.275,0.195
3.856,-0.265,0.2
3.86,-0.225,0.19
3.864,-0.215,0.185
3.868,-0.21,0.185
3.872,-0.205,0.215
3.876,-0.195,0.235
3.88,-0.155,0.235
3.884,-0.14,0.17
3.888,-0.135,0.03
3.892,-0.095,-0.215
3.896,-0.035,-0.475
3.9,0,-0.71
3.904,0.04,-0.915
3.908,0.065,-1.08
3.912,0.08,-1.17
3.916,0.05,-1.24
3.92,0.02,-1.255
3.924,0.015,-1.195
3.928,-0.05,-1.105
3.932,-0.115,-1.005
3.936,-0.145,-0.935
3.94,-0.21,-0.865
3.944,-0.24,-0.74
3.948,-0.265,-0.655
3.952,-0.245,-0.525
3.956,-0.26,-0.445
3.96,-0.26,-0.36
3.964,-0.3,-0.29
3.968,-0.32,-0.22
3.972,-0.35,-0.145
3.976,-0.34,-0.105
3.98,-0.325,-0.075
3.984,-0.275,-0.01
3.988,-0.28,0
3.992,-0.255,0.035
3.996,-0.245,0.085
